job_id,job_title,company_name,location,industry,employment_type,experience_level,posting_date,job_description,required_skills,degree_required,degrees_accepted,min_salary,max_salary,avg_salary
936,Electrician,Balfour Beatty,"London, UK",Engineering Services,Contract,Apprentice,2/10/2025,"Install, maintain and repair electrical systems while following safety procedures and completing service documentation. Key requirements include troubleshooting, problem solving, reporting, and communication.","troubleshooting, problem solving, reporting, communication, risk management",BEng Electrical Engineering,BEng Electrical Engineering; MSc Building Services; BEng Engineering; HNC Electrical Engineering,22179,28209,25194
937,Doctor (General Practitioner),NHS,"Derry, UK",Healthcare,Contract,Graduate,8/31/2025,"Provide primary care consultations, assess patients and coordinate treatment plans in line with clinical standards. Key requirements include patient care, clinical assessment, communication, and safeguarding.","patient care, clinical assessment, communication, safeguarding, reporting",MBBS Medicine,MBBS Medicine; MSc Medical Sciences; BSc Biomedical Science; BSc Health Sciences,28330,45176,36753
938,Pilot,easyJet,"Newcastle, UK",Aviation,Contract,Graduate,7/5/2025,"Operate aircraft safely, follow aviation procedures and work closely with crew and control teams to ensure reliable service. Key requirements include decision making, communication, risk management, and teamwork.","decision making, communication, risk management, teamwork, reporting",BSc Aviation,BSc Aviation; MEng Aeronautical Engineering; BSc Physics; BSc Mathematics,47000,64000,55250
939,Paramedic,London Ambulance Service,"Exeter, UK",Healthcare,Contract,Intern,1/28/2026,"Respond to emergency calls, assess patients and deliver urgent care in pre-hospital settings. Key requirements include patient care, clinical assessment, first aid, and communication.","patient care, clinical assessment, first aid, communication, decision making",BSc Paramedic Science,BSc Paramedic Science; MSc Health Sciences; BSc Nursing; MBBS Medicine,16363,18762,17562
940,Head of Department,Pearson,"Southampton, UK",Education,Part-time,Manager,5/13/2025,"Lead departmental planning, people management and performance improvement within an education or training environment. Key requirements include leadership, stakeholder management, presentation, and communication.","leadership, stakeholder management, presentation, communication, organisation",BA Education,BA Education; MSc Educational Leadership; BA Business Management; BSc Psychology,73147,114067,93607
941,QA Engineer,Sage,"Belfast, UK",Technology,Full-time,Manager,5/19/2025,"Test software releases, identify defects and support quality assurance processes across the development lifecycle. Key requirements include sql, agile, reporting, and git.","sql, agile, reporting, git, problem solving",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Cybersecurity,88153,148377,118265
921,Midwife,Nuffield Health,"Hull, UK",Healthcare,Contract,Executive,7/30/2025,"Support women and families through pregnancy, birth and postnatal care while maintaining safe clinical records. Key requirements include patient care, clinical assessment, communication, and safeguarding.","patient care, clinical assessment, communication, safeguarding, decision making",BSc Midwifery,BSc Midwifery; MSc Nursing; BSc Health Sciences; MBBS Medicine,51000,69000,60000
943,Primary School Teacher,Local Authority,"Manchester, UK",Education,Full-time,Specialist,9/26/2025,"Deliver engaging lessons, support pupil development and maintain a safe, inclusive and well-managed classroom environment. Key requirements include presentation, communication, organisation, and safeguarding.","presentation, communication, organisation, safeguarding, leadership",BA Education,BA Education; MSc Primary Education; BSc Psychology; BA English,32000,43000,37800
944,Sales Director,Oracle,Hybrid (Birmingham),Technology Sales,Contract,Head of,9/17/2025,"Lead sales strategy, manage pipelines and coach teams to achieve commercial growth and client retention. Key requirements include leadership, stakeholder management, presentation, and decision making.","leadership, stakeholder management, presentation, decision making, salesforce",BA Business Management,BA Business Management; MA Marketing; BSc Management; BSc Economics,100632,171948,136290
945,Patent Attorney,Mewburn Ellis,"Cardiff, UK",Legal,Part-time,Manager,4/19/2025,"Advise on intellectual property matters, prepare applications and support clients on patent strategy and protection. Key requirements include legal research, writing, negotiation, and due diligence.","legal research, writing, negotiation, due diligence, communication",LLB Law,LLB Law; MEng Engineering; BSc Computer Science; BSc Physics,121586,236760,179173
946,Educational Psychologist,Local Authority,"Edinburgh, UK",Education,Contract,Intern,6/15/2025,"Assess learning and developmental needs, support interventions and work with families and educators to improve outcomes. Key requirements include clinical assessment, communication, safeguarding, and research.","clinical assessment, communication, safeguarding, research, reporting",BSc Psychology,BSc Psychology; MSc Educational Psychology; BA Education; BSc Health Sciences,18808,37529,28168
947,Interior Designer,BDP,"Glasgow, UK",Architecture,Temporary,Manager,12/13/2025,"Create interior design concepts, produce drawings and support client presentations and specification work. Key requirements include autocad, revit, cad, and presentation.","autocad, revit, cad, presentation, communication",BA Interior Design,BA Interior Design; MArch Architecture; BA Graphic Design; BSc Product Design,71505,109752,90628
948,Solicitor,Pinsent Masons,"London, UK",Legal,Contract,Senior,4/9/2025,"Advise clients on legal matters, draft documents and support case or transaction work with strong attention to detail. Key requirements include legal research, contract drafting, compliance, and writing.","legal research, contract drafting, compliance, writing, communication",LLB Law,LLB Law; MA Criminology; BA Business Management; BA Politics,76223,119149,97686
949,Community Manager,Monzo,"Liverpool, UK",Marketing,Part-time,Entry Level,10/23/2025,"Manage online communities, support audience engagement and help shape brand communication across digital channels. Key requirements include communication, content strategy, stakeholder engagement, and writing.","communication, content strategy, stakeholder engagement, writing, research",BA Marketing,BA Marketing; MSc Strategic Communication; BA Business Management; BSc Digital Media,22106,35091,28598
950,Backend Developer,Capgemini,"York, UK",Technology,Temporary,Executive,4/20/2025,"Build and maintain backend services, application logic and database integrations to support secure, scalable digital products. Key requirements include python, java, sql, and rest api.","python, java, sql, rest api, git",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Cybersecurity,79000,107000,93000
951,Film Director,Sky,"Brighton, UK",Media & Publishing,Contract,C-Suite,3/5/2025,"Lead creative production, guide cast and crew and deliver compelling visual storytelling across film projects. Key requirements include leadership, presentation, communication, and decision making.","leadership, presentation, communication, decision making, stakeholder management",BA Film Production,BA Film Production; MA Media Studies; BSc Media and Communication; BSc Digital Media,99000,135000,117000
952,Plumber,British Gas,"Milton Keynes, UK",Engineering Services,Temporary,Manager,7/11/2025,"Install and maintain plumbing systems, diagnose faults and complete repair work to required safety and quality standards. Key requirements include troubleshooting, problem solving, communication, and reporting.","troubleshooting, problem solving, communication, reporting, risk management",Level 2 Plumbing Diploma,Level 2 Plumbing Diploma; Water Regulations qualification; BEng Civil Engineering; MSc Building Services; BSc Construction Management,39000,53000,46250
953,Economist,Bank of England,Remote (Global),Finance,Full-time,Apprentice,11/4/2025,"Analyse economic trends, interpret data and produce insight to support policy or commercial decision-making. Key requirements include statistics, research, data analysis, and reporting.","statistics, research, data analysis, reporting, forecasting",BSc Economics,BSc Economics; MSc Mathematics; BSc Statistics; BSc Finance; PhD Economics,18246,27187,22716
